ファイル名,行数,文言（オリジナル）,文言（翻訳）
Text_EN.txt,1193,The financing cannot be reduced for <color=orange>contract games</color>.,
Text_EN.txt,1194,"Unfortunately, the game shows that the budget has been cut in some places.",
Text_EN.txt,1195,[The technology level of the engine is too high],
Text_EN.txt,1196,Your fans are already looking forward to the sequel of <NAME>. You have received a hype bonus.,
Text_EN.txt,1197,<b>Level II items have been unlocked</b><br><br>You can now equip your offices with items of the latest generation.,
Text_EN.txt,1198,<b>Level III items have been unlocked</b><br><br>You can now equip your offices with items of the latest generation.,
Text_EN.txt,1199,<b>Level IV items have been unlocked</b><br><br>You can now equip your offices with items of the latest generation.,
Text_EN.txt,1200,<b>Level V items have been unlocked</b><br><br>You can now equip your offices with items of the latest generation.,
Text_EN.txt,1201,Level II Items,
Text_EN.txt,1202,Level III Items,
Text_EN.txt,1203,Level IV Items,
Text_EN.txt,1204,Level V Items,
Text_EN.txt,1205,"<b>Complexity</b><br>The more difficult it is to develop on a platform,<br>the more time is needed to develop the game. ",
Text_EN.txt,1206,The multiplayer mode is still in an early state. Some important functions are missing and the connection may be interrupted.,
Text_EN.txt,1207,No <color=blue>anti-cheat software</color> has been released yet.,
Text_EN.txt,1208,"<b>Anti-cheat was unlocked</b><br>In order to combat the growing number of hackers in our online game products, a professional anti-cheat software was released today. You can now add anti-cheat software to your games.",
Text_EN.txt,1209,Anti-cheat software for purchase,
Text_EN.txt,1210,Purchased anti-cheat software,
Text_EN.txt,1211,Hide outdated anti-cheat software,
Text_EN.txt,1212,Do you really want to buy this anti-cheat software?,
Text_EN.txt,1213,Remove anti-cheat software,
Text_EN.txt,1214,No anti-cheat software,
Text_EN.txt,1215,Only in multiplayer games does it make sense to add anti-cheat software.,
Text_EN.txt,1216,"With copy protection, there are fewer pirated copies of the game in circulation.",
Text_EN.txt,1217,New anti-cheat software available,
Text_EN.txt,1218,This object is not yet available.,
Text_EN.txt,1219,Special platform,
Text_EN.txt,1220,You have to choose a special platform!,
Text_EN.txt,1221,The technology level of the engine is higher than the technology level of the special platform!,
Text_EN.txt,1222,No platform,
Text_EN.txt,1223,The specialty genre and platform increase<br>the chance of critical work results.,
Text_EN.txt,1224,Show speech bubbles,
Text_EN.txt,1225,"When you sign an exclusive contract with a publisher, you are obligated to have all games distributed by that publisher.",
Text_EN.txt,1226,Waiting for server ...,
Text_EN.txt,1227,Save Game does not exist!,
Text_EN.txt,1228,The host wants to save the game.,
Text_EN.txt,1229,Port: 7777,
Text_EN.txt,1230,Subscription price,
Text_EN.txt,1231,F2P business model,
Text_EN.txt,1232,Convert MMO to F2P,
Text_EN.txt,1233,Switch server on/off,
Text_EN.txt,1234,Show / hide walls,
Text_EN.txt,1235,"If you want to host a game, you need to open port 7777.",
Text_EN.txt,1236,"If you want to develop an <color=blue>MMO or F2P game</color>, you need to add the <color=blue>Online Multiplayer</color> gameplay feature.",
Text_EN.txt,1237,Subscriptions,
Text_EN.txt,1238,Please set the price for the monthly subscription.,
Text_EN.txt,1239,Total revenue,
Text_EN.txt,1240,Sales,
Text_EN.txt,1241,Do you really want to shut down the servers? You will lose all the subscriptions that were hosted on these servers.,
Text_EN.txt,1242,Do you want to start up the servers? You will have to pay the monthly server costs again.,
Text_EN.txt,1243,Server is down,
Text_EN.txt,1244,Game Pass,
Text_EN.txt,1245,MMO,
Text_EN.txt,1246,F2P,
Text_EN.txt,1247,For which MMO do you want to develop an add-on?,
Text_EN.txt,1248,Higher level cap,
Text_EN.txt,1249,New items,
Text_EN.txt,1250,New pets & mounts,
Text_EN.txt,1251,New side quests,
Text_EN.txt,1252,New enemies,
Text_EN.txt,1253,New player characters & classes,
Text_EN.txt,1254,New game world & instances,
Text_EN.txt,1255,New main quest series,
Text_EN.txt,1256,<b>Special options for standard games</b><br>▪ Creating Addons & Stand-Alone Addons<br>▪ Creating a remaster<br>▪ Release as a budget game<br>▪ Release in bundle,
Text_EN.txt,1257,<b>Special options MMOs</b><br>▪ Creating an MMO addon,
Text_EN.txt,1258,<b>Special options for F2Ps</b><br>▪ Create F2P addons<br>▪ Digial distribution only<br>▪ No publisher needed.,
Text_EN.txt,1259,You have to choose at least 3 new contents for the MMO-Addon!,
Text_EN.txt,1260,"The development of the MMO addon <NAME> was canceled,<br>because the main game was taken off the market.",
Text_EN.txt,1261,The servers are overheating!<br><color=red>-50% Performance</color>,
Text_EN.txt,1262,Platform is internet ready,
Text_EN.txt,1263,"If you want to develop a MMO or a F2P game, all platforms must be internet ready!",
Text_EN.txt,1264,Tutorial,
Text_EN.txt,1265,Next,
Text_EN.txt,1266,Back,
Text_EN.txt,1267,Automatically pause,
Text_EN.txt,1268,The game pauses automatically when a player opens a menu.,
Text_EN.txt,1269,<color=green> >> Has bought a new property << </color>,
Text_EN.txt,1270,<color=green> >> Released the game '<NAME>' << </color>,
Text_EN.txt,1271,<color=green> >> Released the engine '<NAME>' << </color>,
Text_EN.txt,1272,The bank has informed you that your company account has had a negative balance for several months. You will be given a period of <color=blue>12 months</color> to clear your account balance. Otherwise the <color=blue>insolvency</color> threatens.,
Text_EN.txt,1273,Warning,
Text_EN.txt,1274,Number of months until your account must be balanced.,
Text_EN.txt,1275,Game Over,
Text_EN.txt,1276,"<b>Your company is insolvent!</b><br><br>The game is over! Unfortunately, your company is now buried in the crowded cemetery of tech companies.<br>Better luck next time!",
Text_EN.txt,1277,Increased random factor for reviews,
Text_EN.txt,1278,Studio of <NAME>,
Text_EN.txt,1279,Find,
Text_EN.txt,1280,Automatically update with best items,
Text_EN.txt,1281,Do you really want to update all items in this room?,
Text_EN.txt,1282,This function is only available in multiplayer.,
Text_EN.txt,1283,You can support or sabotage a player. What do you want to do?,
Text_EN.txt,1284,Support,
Text_EN.txt,1285,Sabotage,
Text_EN.txt,1286,The employee freezes!,
Text_EN.txt,1287,All objects are up to date!,
Text_EN.txt,1288,The employee is too dirty here!,
Text_EN.txt,1289,The employee finds it uncomfortable here!,
Text_EN.txt,1290,User Reviews,
Text_EN.txt,1291,Press Reviews,
Text_EN.txt,1292,User,
Text_EN.txt,1293,Press,
Text_EN.txt,1294,Start of development,
Text_EN.txt,1295,Mark as favorite,
Text_EN.txt,1296,Favorite,
Text_EN.txt,1297,Scrolling at the edge of the screen,
Text_EN.txt,1298,Disable engine billing,
Text_EN.txt,1299,Open / close all GameTabs,
Text_EN.txt,1300,<b>Christmas period</b><br>+50% units sold,
Text_EN.txt,1301,<b>Summer slump</b><br>-30% units sold,
Text_EN.txt,1302,In the <NAME> the following professions are the most effective: <color=blue><TEXT></color>.,
Text_EN.txt,1303,<b>Bored fans</b><br>Your fans are bored because you keep releasing games with the same genre (<color=blue><NAME></color>).<br>▪ -50% units sold<br>▪ No new fans,
Text_EN.txt,1304,The employee finds it too crowded here!,
Text_EN.txt,1305,Disable worker icons,
Text_EN.txt,1306,Disable worker complaints,
Text_EN.txt,1307,Banned,
Text_EN.txt,1308,Translation costs depend on the size of the game.,
Text_EN.txt,1309,Port,
Text_EN.txt,1310,Platinum records,
Text_EN.txt,1311,Diamond records,
Text_EN.txt,1312,Platinum record received,
Text_EN.txt,1313,Diamond record received,
Text_EN.txt,1314,Systemseller: <color=blue>+<NUM> <NAME></color>,
Text_EN.txt,1315,"<b>Exclusive game</b><br>Through this game, an estimated <color=blue><NUM> <NAME></color> were sold.",
Text_EN.txt,1316,Disable weather effects,
Text_EN.txt,1317,"<b>Real Estate Crash<br><color=blue>-50% building price</color></b><br><br>Real estate prices are collapsing worldwide. Experts are already talking about a worrying crisis.<br>Of course, this does not upset us. We are happy about favorable purchase prices.",
Text_EN.txt,1318,ThirdParty-Engine,
Text_EN.txt,1319,<b>Angry fans</b><br>Your fans are angry because you released an extremely buggy game.<br>▪ -30% units sold<br>▪ No new fans,
Text_EN.txt,1320,<b>Messy</b><br>These employees don't care if they have to work in a dirty office.,
Text_EN.txt,1321,<b>Philanthropist</b><br>These employees do not complain about crowded offices.,
Text_EN.txt,1322,Financial support,
Text_EN.txt,1323,Research assistance,
Text_EN.txt,1324,Provide engine,
Text_EN.txt,1325,Give away license,
Text_EN.txt,1326,Players,
Text_EN.txt,1327,Amount of financial support,
Text_EN.txt,1328,>> Has provided <NUM> financial support <<,
Text_EN.txt,1329,You have given <color=blue><NAME></color> financial support in the amount of <color=blue><NUM></color>.,
Text_EN.txt,1330,You provided <color=blue><NAME1></color> the engine <color=blue>'<NAME2>'</color> for free.,
Text_EN.txt,1331,>> Gave you the engine '<NAME>' <<,
Text_EN.txt,1332,You have transferred <color=blue><NAME1></color> the license <color=blue>'<NAME2>'</color> for free.,
Text_EN.txt,1333,>> Gave you the license '<NAME>' <<,
Text_EN.txt,1334,Disable automatic pause [Singleplayer],
Text_EN.txt,1335,Fan letter display time,
Text_EN.txt,1336,Marathon,
Text_EN.txt,1337,Delete all saved games,
Text_EN.txt,1338,ATTENTION!<br>Do you really want to irrevocably delete all game saves?,
Text_EN.txt,1339,You gave <color=blue><NAME1></color> the technology <color=blue>'<NAME2>'</color>.,
Text_EN.txt,1340,>> Gave you the technology '<NAME>'<<,
Text_EN.txt,1341,You can only use games that have been released as <color=blue>Budget Edition</color> and have already been <color=blue>removed from the market</color>.,
Text_EN.txt,1342,Name of the bundle,
Text_EN.txt,1343,Quality of the bundle,
Text_EN.txt,1344,At least two games must be selected!,
Text_EN.txt,1345,No game selected,
Text_EN.txt,1346,Free slot,
Text_EN.txt,1347,You have to enter a name for the bundle!,
Text_EN.txt,1348,For bundles you can't choose any content!,
Text_EN.txt,1349,Again this month bundles with older games have been released. We take a close look at the content and tell you if you can grab it.,
Text_EN.txt,1350,These games are included in the bundle,
Text_EN.txt,1351,Addon Bundles,
Text_EN.txt,1352,GOTY Editions,
Text_EN.txt,1353,For an addon bundle you must select a <color=blue>main game</color> and at least <color=blue>a matching addon</color>. All products must already be <color=blue>taken off the market</color>.,
Text_EN.txt,1354,Addons,
Text_EN.txt,1355,Addon Bundle,
Text_EN.txt,1356,You have to choose the main game first!,
Text_EN.txt,1357,Available products,
Text_EN.txt,1358,You must select at least one main game and one addon!,
Text_EN.txt,1359,Complete Edition,
Text_EN.txt,1360,GOTY Edition,
Text_EN.txt,1361,Which game would you like to re-release as a <color=blue>GOTY edition</color>? You can only choose games that have been awarded <color=blue>Game of the Year</color> and <color=blue>have already been removed from the market</color>.,
Text_EN.txt,1362,G.O.T.Y.,
Text_EN.txt,1363,What should the edition be called?,
Text_EN.txt,1364,Adjust working speed,
Text_EN.txt,1365,Show only game name in minimized game tabs,
Text_EN.txt,1366,Special marketing,
Text_EN.txt,1367,Additional money can be earned with in-app purchases.<br>Concern that an aggressive business model<br>will be negatively received by players.,
Text_EN.txt,1368,Estimated earnings per user/month,
Text_EN.txt,1369,Unpopularity of the business model,
Text_EN.txt,1370,For in-app purchases you need the gameplay features <color=blue>In-App Purchases and Online Multiplayer</color>!,
Text_EN.txt,1371,Revenue from subscriptions,
Text_EN.txt,1372,Revenue from in-app purchases,
Text_EN.txt,1373,Manage In-App Purchases,
Text_EN.txt,1374,Unlocked when you have researched the<br>gameplay feature <color=blue>In-App Purchases</color>.,
Text_EN.txt,1375,Delete application,
Text_EN.txt,1376,You cannot set in-app purchases for <color=orange>contract games</color>.,
Text_EN.txt,1377,Automatic was canceled!<br>No further research is available.,
Text_EN.txt,1378,"Due to a series of bad licensed games, trust among licensors has declined.<br>At present, all licensors refuse to cooperate with the games industry.",
Text_EN.txt,1379,Polishing,
Text_EN.txt,1380,Which game should be improved? Polishing only <color=blue>slowly</color> increases the quality of the game.,
Text_EN.txt,1381,Popularity of genres,
Text_EN.txt,1382,Trend,
Text_EN.txt,1383,Unpopular,
Text_EN.txt,1384,This display informs you<br>if a room has not been assigned a task.<br><br><color=blue>Click to go to the room</color>,
Text_EN.txt,1385,<b>Cyberattack<br><color=blue>-30% Server Power</color></b><br><br>An anonymous group of hackers has launched a global attack on networks.<br>All servers around the world have been affected and their performance severely limited.,
Text_EN.txt,1386,Do not wait,
Text_EN.txt,1387,Rename group,
Text_EN.txt,1388,Please enter the name of the group.,
Text_EN.txt,1389,For <color=blue>F2P games</color> at least one in-app purchase must be chosen!,
Text_EN.txt,1390,Distribute online,
Text_EN.txt,1391,In how many weeks should the game be released on all online platforms?,
Text_EN.txt,1392,Weeks to download,
Text_EN.txt,1393,Active players,
Text_EN.txt,1394,F2P update,
Text_EN.txt,1395,Full Screen Mode,
Text_EN.txt,1396,Full Screen Window,
Text_EN.txt,1397,Exclusive Full Screen,
Text_EN.txt,1398,Maximized Window,
Text_EN.txt,1399,Which MMO do you want to convert to a F2P game? You can only convert MMOs that have <color=blue>already been taken off the market</color> or that you <color=blue>distribute yourself</color>.,
Text_EN.txt,1400,Do you really want to turn the <color=blue>MMO</color> into a <color=blue>F2P</color> game?,
Text_EN.txt,1401,Conversion costs,
Text_EN.txt,1402,[F2P],
Text_EN.txt,1403,Automatic pause [Multiplayer],
